,score,text,title
0,50.0,"Harry ja Hendersonit on malliesimerkki 80-lukulaisesta perheleffasta. Amerikkalainen neljän hengen unelmaperhe törmää Fordillaan ihan oikeaan isojalkaan, mistä seuraa liian pitkäksi venytetty sattumusten ketju. Parituntisen hömppäputken aikana karvaisesta täystuholaisesta kasvaa oleellinen osa perheen arkea.Hendersonien perheenpää George (Lithgow) on isäkompleksista kärsivä taiteilijasielu, joka kauppaa aseita sen sijaan, että toteuttaisi itseään piirustustensa kautta. Vasta isojalan tapaaminen herättää hänet näkemään tilanteensa. Muu perhe jätetään Lithgowin ja bigfoot-asuineen lähes 2.5-metrisen Kevin Peter Hallin isoihin varjoihin. Pahisosastoa edustaa David Suchet, joka irtaantuu belgialaisen munapään vakioroolistaan, muttei sentään niin kauas, etteikö lontoolainen joutuisi taas puhumaan hassulla aksentilla.Kasarihenkeen elokuvan sankari on karvainen kuin mogwai, mutta särkee paikkoja samaan tahtiin kuin tusina Riiviötä. Sähellys tuottaa muutamat naurut ja vähintään yhtä monet haukotushetket. Lisäksi karvainen jättimonsteri irvistelee perheen pienimmät piiloon sohvan taa, vaikka perheseikkailuuskottava musiikki onkin pehmentämässä tunnelmaa. Vai pitäisikö sanoa ”latistamassa tunnelmaa”.","Kun karvainen Harry kohtasi Hendersonit, syntyi malliesimerkki (latteasta) 80-luvun perheleffasta."
1,80.0,"Amerikan jylhiin vuoristoihin sijoittuvassa perhe-elokuvassa kuvataan pojan ja karhun ystävyyttä. Aluksi Harry (Daniel Clark) asuu sisäoppilaitoksessa äitinsä kuoleman takia. Mutta hänen isänsä (Bryan Brown) tulee hakemaan hänet jännittävälle seikkailuretkelle vuoristoon, tavoitteena pyydystää karhu. Tästä seuraakin paljon kohellusta, mitä on hauska seurata puolentoista tunnin ajan.Näyttelijät vetävät ihan ok-roolisuorituksen, tosin sivurooleissa olisi ollut parannuksen varaa. Mutta uskomaton miljöö, reipashenkinen luonne ja moni muu yksityiskohta tekevät tästä elokuvasta hyvän. Karhun toilailut ovat hauskoja, vaikka välillä ns. p-huumori nostaakin päätään. Mutta senhän on tarkoitus olla vaan hauskaa. Tämä sopii koko perheelle, pois lukien perheen ihan pienimmät. Kyllä tämä neljän reiän elokuva on.","Uskomaton miljöö, reipashenkinen luonne ja moni yksityiskohta tekevät elokuvasta hyvän."
2,80.0,"Harry Block (Allen) on kehuttu kirjailija. Hänen rahansa tuhlaantuvat viinaan, pillereihin ja huoriin. Hänen kirjansa käsittelevät hänen entisiä suhteitaan, jotka ovat yleensä päättyneet toisen naisen tullessa mukaan kuvioihin. Me saamme tutustua Harryn tarinoihin sekä hänen hurjaan elämäänsä takautumien ja hänen kirjoittamiensa kertomusten kautta.Jonkinlaisena komedioiden ystävänä tuli vasta nyt tutustuttua Woody Allenin tuotantoon, eikä tämä pläjäys pettänyt. Allen viljelee paljon seksivitsejä, mutta homma pysyy kuitenkin aika älykkäänä, eikä leffa sorru missään vaiheessa typeräksi kohellukseksi. Nimekäs tähtikaarti (mm. Demi Moore, Billy Crystal, Robin Williams, Tobey Maguire, Stanley Tucci) on saatu joukkoon mukaan, mutta itse Allen vie suurimman osan tilasta ruudun edessä ja muut tähdet tyytyvät pienempiin rooleihin. Jokainen vetää kuitenkin roolinsa hienosti läpi, oli kyseessä sitten pieni tai hieman suurempi rooli.","Todella hauska leffa, mutta ei kaadu missään vaiheessa typeräksi koheltamiseksi, vaan on yllättävänkin älykäs."
3,70.0,"Kolmas ja hyvin odotettu Potter tuli myös käytyä elokuvissa katsomassa. Elokuvan jälkeen oli kuitenkin hyvin ristiriitaiset fiilikset, joten DVD:n ostaminen oli lähes pakollista. Tässä pari päivää sitten katsoin elokuvan jälleen ja nyt olen valmis sanomaan sanottavani.Kolmannessa Potter elokuvassa Harry lähtee Tylypahkaan, kuten tavallista. Kesken matkaa juna kuitenkin pysähtyy ja sisään ilmestyy pelottavia ankeuttajia, jotka saavat Harryn pyörtymään. Mutta hän kuitenkin toipuu ja pian Tylypahkassa selviää, mitä ankeuttajat oikein tekevät siellä. He jahtaavat Azkabanin velhovankilasta karannutta, hullua murhaajaa, Sirius Mustaa. Harry saa pian kuulla, että sama mies kavalsi hänen vanhempansa niin, että paha Voldemord pääsi heidät tappamaan. Vuoden edetessä sattuu ja tapahtuu, elokuvassa hyvinkin kiivaaseen tahtiin.Azkabanin vanki eroaa lähes täydellisesti kahdesta ensimmäisestä Potterista niin tyyliltään kuin tarinankerronnallaan. Tällä kertaa kerrontatahti on kiivaampi, mutta myös sekavampi ja paljon kauempana Rowlingin mestarillisesta kerronnasta, kuin ohjaaja Columbuksella kahdessa ensimmäisessä oli.Kirjaan verrattuna elokuvaan on tehty paljon muutoksia, eikä lopputulos ole läheskään odotetun kaltainen. Käsikirjoitus on kyllä toimiva, mutta ei läheskään niin hyvä, kuin se olisi voinut olla. Lisäksi Alfonson tyyli ja tunnelma eivät samaistu kovin hyvin Rowlingin luomaan maailmaan, josta syntyy turhia komplikaatioita.Muuten sarjassa on parantunut lähes kaikki. Alfonsolla on kyllä silmää visuaaliselle tyylille ja elokuvan värimaailma on kuin suoraan kirjasta. Lisäksi päänäyttelijät ovat vihdoin kasvaneet kunnollisiksi näyttelijöiksi ja kaikkien roolisuoritukset ovat vihdoin niin hyviä, kuin katsoja on jo pitkään toivonut. Emma Watsonin ja Daniel Radcliffen roolisuorituksissa on suurimmat parannukset, mutta kyllä Rupert Grintkin on parantanut otettaan hahmossaan.Tunnelma on hyvä koko elokuvan ajan, mutta kehnohko käsikirjoitus koituu koko elokuvan suurimmaksi tuhoajaksi. Mutta täytyy kuitenkin kiitellä Alfonson tapaa käsitellä hahmoja. Hän todella välittää hahmoista, se nousee hyvin esiin.Juonikin on sinänsä mielenkiintoinen, mutta käsikirjoituksen sekavuus tuo siihen suurimmat ongelmat. Tuntuukin, että vain kirjan lukeneet henkilöt pääsevät elokuvasta täysin kärryille.Kokonaisuutena kolmas Harry Potter on kaikkia osa-alueitaan, paitsi käsikirjoitusta ja kerrontaa parantanut elokuva, joka kärsii juuri noista kahdesta ongelmasta. Paremmalla käsikirjoituksella ja kerronnalla tämä olisi varmasti viiden tähden filmi.Saapa sitten nähdä, minkälainen se neljäs on. Ennakko-odotukset ovat kyllä korkealla, sen verran hyvä se kirja oli.","Käsikirjoitus on kyllä toimiva, mutta ei läheskään niin hyvä, kuin se olisi voinut olla."
4,80.0,"Tähän on tultu, kirjoitan ensimmäisen Harry Potter-arvosteluni. Voin tuoda arvosteluuni erilaista näkökantaa, koska en ole lukenut yhtäkään Harry Potter-kirjaa. Tai no, olen lukenut ensimmäistä osaa ensimmäiset 100 sivua, mutta ei napannut. Itse asiassa en pitänyt yhtään. Elokuvat taas ovat uponneet. Tämä seikka johtunee yksinkertaisesti siitä, että olen leffafriikki enkä lue erityisesti kirjoja. Näin ollen leffatkin sitten nappaavat enemmän. Mutta ei se ole aina niin justiinsa ja aika siirtyä itse arvosteluun.Harry Potter, tuo arpiotsainen teinivelho on täällä jälleen. Tällä(kin) kertaa leffan alussa ollaan jästiperhe Dursleyn kotona, missä Harry onnistuu aiheuttamaan jälleen hämminkiä. No, Harry pakkaa laukun, meikit, ketjut ja vyöt (ja keskeneräiset kirjoitustyöt) ja lähtee tästä kammottavasta talosta. No, oikastaan vähän ja selitetään lyhyesti: Harry päätyy takaisin magiakoulu Tylypahkaan missä hän sitten hengailee kaveriensa Ronin ja Hermionen kanssa. He saavat tietää, että pahamaineisesta Azkaban-vankilasta on karannut Sirius Musta -niminen sälli, jolla on jotain tekemistä Harryn vanhempien kuoleman kanssa?Kolmas Harry Potter-leffa on kolmesta ensimmäisestä ylivoimaisesti paras. Ensimmäinen Potteri oli ihan kiva fantasiaseikkailu, mutta juoni jäi liikaa tehosteiden alle. Toisessa osassa oli jo huomattavaa parannusta, mutta silti jäi tälle katsojalle vähän tyhjä olo. Kolmas osa onkin jo oikeasti hyvä nuortenfantasiaelokuva, johon on uuden ohjaajan myötä saatu tarvittavaa synkkyyttäkin mukaan. Joidenkin arvostelijoiden mukaan ohjaaja Alfonso Cuarón on mennyt jopa liian pitkälle: lapset eivät tätä kuulemma uskalla katsoa. Tuohon en osaa sanoa mitää: siskonpoikani ei tätä jaksanu katsoa koska tässä on liikaa vääränkielistä puhetta. Mutta minun mielestäni ohjaus toimii ja tehosteetkin ovat edelleen hienoa katsottavaa. Käsikirjoituskin on ihan hyvä, mitä nyt koko elokuvan tulee sellainen tunne, että kirjoittaja vie tarinaa liian kiireellä eteenpäin. Silti ihan hyvä.Leffan näyttelijäpuoli saa ruusuja ja risuja. Kaikkein eniten minua harmittaa Potteria esittävä Daniel Radcliffe. Hän on valitettavan pökkelö ja välillä jopa hieman ärsyttävä. On hänessä huomattavaa muutosta tapahtunut ensimmäisen osan amatöörimäisyydestä, mutta silti. Myös Hermionea näyttelevä Emma Watsonkin on aika puiseva. Kolmesta keskusnoidasta ainoa, joka on vain lievästi ärsyttävä, on Rupert Grint Ronina, mutta ei hänkään tule Oscaria voittamaan ainakaan seuraavaan 60-vuoteen. Aikuisten puolelta taas löytyy asiansa osaavia konkareita. Päällimmäisenä jäi mieleen elokuvan pyhä kolminaisuus: Alan Rickman, Gary Oldman ja David Thewlis. Näistä kolmesta erityisesti viimeinen on erinomainen ja itse asiassa hän on yksi aikamme parhaista näyttelijöistä. Rickman ja Oldman ovat tapansa mukaan todella hyviä, mutta jäävät silmissäni pahasti Thewlisin varjoon. Hän vain on niin upea näyttelijä. Sääli, että hänen uusin elokuvansa on jenkeissä pahasti flopannut Basic Instinct 2. Ei tämän tason näyttelijän tarvitsisi mennä sellaiseen roskaan. Kolmas Harry Potter on hyvä fantasiaelokuva. Uuden ohjaajan myötä on tullut uusi tervetullut ulkonäkö. Synkkyys on mitä tämä sarja tarvitsikin. Näin viihdyttävät leffat ovat näinä päivinä liian harvassa.nimimerkki: Daniel Baldwin",Synkkyys on mitä tämä sarja tarvitsikin.
5,60.0,"Harry Potter (Daniel Radcliffe) on edennyt kolmanteen vuoteensa Tylypahkassa. Tätä vuotta varjostaa huoli Azkabanin huippuvartioidusta velhovankilasta karanneesta Sirius Mustasta (Gary Oldman), joka ilmeisesti haluaa Harryn hengiltä. Vaarasta huolimatta Harry, Ron (Rupert Grint) ja Hermione (Emma Watson) rikkovat koulun sääntöjä minkä ehtivät Kelmien Kartan ja näkymättömyysviitan pienellä avustuksella. Kouluun saadaan myös uusi pimeyden voimilta suojautumisen professori, Remus Lupin (David Thewlis), jolla tuntuu olevan oma likainen menneisyytensä. Tylypahkaan saapuu myös ankeuttajia, kamalia Azkabanin vartijoita, joiden tehtävänä on vartioida linnaa Sirius Mustan saapumisen varalta. Samalla kun ankeuttajat imevät ilon kaikesta, koittaa aika jolloin Harryn on taas kohdattava rohkeutensa rajat ja päästä kasvokkain menneisyytensä haamujen kanssa.Meksikolaisohjaaja Alfonso Cuaronin ohjaama Azkabanin vanki antaa sarjalle kaivatun tummemman sävyn. Genressä hypätään taitavasti niin sanotuista lastenelokuvista mainioon nuortenfantasiaan. Azkabanin vanki valottaa enemmän Harryn menneisyyttä, ja sitä mitä todellisuudessa tapahtui sinä iltana 12 vuotta sitten. Kolmesta ensimmäisestä elokuvasta Azkabanin vanki on ehdottomasti paras. Siltikin esim. kohtaus rääkyvässä röttelössä on liian lyhyt ja etenee liian nopeasti. Katsojat, jotka eivät ole lukeneet kirjaa, saattavat mennä ymmälleen, koska tapahtumia selitetään liian vähän.Juuri ennen Salaisuuksien Kammion ensi-iltaan kuolleen Richard Griffitsin tilalle Albus Dumbledoreksi on tullut Michael Gambon, joka onnistuu tuomaan Dumbledoreen jotain samaa mitä kirjoista löytyy. Jotain johon Richard Griffits ei pystynyt. Kuitenkin Gambonin Dumbledoresta puuttuu jonkinlainen huumori, joka kirjoissa näkyy vahvasti. J.K. Rowlingin Dumbledore on nero, hieman hullukin ja myös huvittava, mutta leffoissa Dumbledorea kuvataan vain arvokkaaksi ja viisaaksi mieheksi. Harmi, koska hänestä voisi saada hauskan hahmon.Uusia henkilöitä tässä leffassa on muutamia mainitsemisen arvoisia. Gary Oldman Sirius Mustana on loistava, David Thewlis riutuneena Lupinina kiitettävä. Emma Thompson on erittäin huvittava hieman hulluna professori Punurmiona.",Genre vaihtuu taitavasti niin sanotuista lastenelokuvista mainioon nuortenfantasiaan.
6,80.0,"Nyt ollaan jo Harry Potter sarjan kolmannessa osassa. Tunnelma on muuttunut selvästi synkemmäksi ja tällä kertaa Harryn menneisyyttä valotetaan enemmän. Kolmas vuosi Tylypahkassa on Harry Potterille (Daniel Radcliffe) kaikkea muuta kuin rauhallinen - sieluja syövät ankeuttajat vartioivat velhokoulua, kun Azkabanista karannut murhaaja Sirius Musta (Gary Oldman) on vapaalla jalalla. Siriuksella tuntuu olevan näppinsä pelissä Harryn vanhempien kuoleman kanssa, ja miksi hän tuntuu etsivän juuri Harrya?Daniel Radcliffen suoritus on selvästi huonompi kuin tätä edeltäneessä Salaisuuksien Kammiossa, sen sijaan Rupert Grint on loistava, ja saa Ronin hahmon näyttämään edelleen huvittavalta. Emma Watson tekee keskiverron suorituksen. Aikuisten puolelta ehdottomasti paras on Gary Oldman Sirius Mustana.Ikävä kyllä Alfonso Cuaron ei onnistu tuomaan tähän elokuvaan samaa tunnelmaa kuin Chris Columbus edelliseen. Kirjaa en ole lukenut, mutta kaksi edellistä kirjaa olen, eikä tässä ole samanlaista kirjojen tunnelmaa kuin edellisessä. Musiikki on kyllä hyvää, mutta tunnusmusiikki alkaa kuullostaa jo kuluneelta, mutta onnistuu silti luomaan hiukkasen tunnelmaa.Erikoistehosteet, ...no..., ne ovat vähän niin ja näin. Elokuva näyttääkin nojaavan lähinnä tarinaan. Tarina on kyllä hyvä, mutta toteutus ärsyttävän huono. Plussat tulee kumminkin loppuratkaisusta.  ",Tunnelma on muuttunut synkemmäksi ja Harryn menneisyyttä valotetaan enemmän.
7,50.0,"Joskus kauan sitten valittelin siitä, miten kirjojen filmatisoinnit olivat puhdasta rahastusta. Mutta esimerkiksi Kummisetien, Unelmien sielunmessun ja tuoreen Taru sormusten herrasta- trilogian myötä, olen joutunut pahemman kerran syömään sanani. Voin kuitenkin sanoa, että kaksi ensimmäistä Harry Potter -filmatisointia olivat enemmän tai vähemmän pettymyksiä itselleni. Kirjojen taikaa ei onnistuttu siirtämään valkokankaalle, ja lopputuloksena oli sisällöllisesti varsin pintapuolista väkisinyrittämistä. Noh, yrittänyttä ei laiteta; kolmanteen Harry Potter- elokuvaan, Azkabanin vankiin, oli Chris ""Yksin kotona"" Columbuksen tilalle pestattu Ja äitiäs kans- leffalla mainetta niittänyt Alfonso Cuarón. Lopputuloksena oli  tunnelmaltaan hyvinkin erilainen Potteri.Tarinan päähenkilö Harry (Daniel Radcliffe) aloittaa kolmannen lukukautensa Tylypahkan velhokoulussa sekavin tunnelmin: hän on kesän aikana onnistunut kirjaimellisesti lennättämään tätinsä taivaisiin, kohdannut demonisen koiran, puhunut Taikaministerin kanssa, ja myös kuullut uutiset siitä, että massamurhaaja Sirius Musta (Gary Oldman) on paennut kuuluisasta velhovankila Azkabanista, aikeinaan tappaa Harry. Hän myös saa kuulla, että Tylypahkan koulua ympäröi tänä vuonna lentäviä, ihmisten peloilla ja surullisilla tunteilla mässäileviä, kaapuihin pukeutuneita ankeuttajia. Harry viimeistään tässä vaiheessa tietää, että hänen kouluvuodesta tulee poikkeuksellisen synkkä. Nyt on kyllä pakko heittää hieman lokaa elokuvan juonelliselle toteutukselle; se on kamalan nopeatempoista. Ehkäpä tässä näkyy yksi kirja-adaptioiden ongelmatekijöistä; siinä missä kirjat voivat periaatteessa olla niin pitkiä kuin kirjailija itse haluaa, elokuvissa on ilmiselvä aikaraja. Tarinan kirjaversio sisälsi tuhansittain pieniä yksityiskohtia ja maukkaita kohtauksia, jotka on ymmärrettävistä kohdista jouduttu kokonaan leikkaamaan pois. Tämän voi vielä antaa anteeksi, mutta puistattavaa oli kylläkin se, että monet juonen kannalta kriittiset kohdat oli elokuvan tiivistämiseksi:1. karsittu ohimeneviksi repliikeiksi/tapahtumiksi2. siirretty täysin eri kohtiin3. totaalisesti muunneltu4. yksikertaisesti unohdettu mainitaTulee väistämättä mieleen, että elokuva on rakennettu puhtaasti niille, jotka ovat jo lukeneet kirjan. Tämä on todella ikävää, koska elokuvan ei pitäisi pysyä pystyssä kirjan avulla, vaan sen olisi tarkoitus olla itsenäisesti nautittavaa seurattavaa. Valitettavasti ne, joille tarina ei ole ennestään tuttu, joutuvat pinnistelemään jotta he pysyisivät kaikkien juonenkäänteiden perässä. Kuten kaverini nerokkaasti ilmaisikin, homma tuntui menevän pikakelauksella.Potter- kirjasarjan suurin viehätys oli ehkä kuitenkin sen uskottavissa ja hyvin kirjoitetuissa hahmoissa. Eipä tässä reilussa parissa tunnissa päästä kuitenkaan nauttimaan hienoista henkilöhahmoista, joita leffan kannalta vilisee aivan liikaa. Monet hahmot esitellään varsin cameo-roolimaisesti (jopa rehtori Dumbledore!), ja jos aikaisempaa Potter- kokemusta ei ole laisinkaan, mieleen jäävät ainoastaan Harry ja hänen kaverukset Hermione (Emma Watson) ja Ron (Rupert Grint). Heidätkin on jätetty hienoisiksi sivuseikoiksi: Ron on pari naurua synnyttävä tunari, ja Hermione tuntuu olevan ainoastaan juonellinen aasinsilta ja teinipoikien sydänten lämmittäjä. Monet hahmot sortuvat teatterimaiseen ylinäyttelemiseen, ja oikeastaan ainoa mies, joka onnistuu lausumaan kirjan repliikit maisterimaisella tunteella on Professori Kalkarosta esittävä Alan Rickman. Mutta voih, hänen henkilöhahmo ei ole läheskään niin inhottava kuin itse kirjassa. Ja entäs Harry itse? Noh, Radcliffen roolisuorituksesta keksii vain kaksi sanaa: jäykkää ja ilmeetöntä.Elokuvalla on kuitenkin loistava pelastava enkeli: visuaalinen tyylikkyys. Elokuva näyttää alusta loppuun saakka todella upealta. Kuva leikkaa aina välillä sydäntä salpaavaan ympäristöön, jonka vuoret, järvet ja taivas hivelevät silmiä. Leffan digiefektit ovat viime vuosien parhaita; loistavasti animoidut ankeuttajat, vihaisesti heiluva puu ja hevoskotka Buckbeak ovat lumoavan kauniisti luotuja, ja vastaavat yllättävän tarkasti kirjan luomaa illuusiota. Monissa kohtauksissa juonen seuraamista ’häiritsevät’ pienet ympäristön yksityiskohdat; itsekseen leijuvat esineet, päättömät ratsumiehet, liikkuvat maalaukset, ja niin edelleen. Juonen jo ulkoa osaavat tyytynevät puhtaasti kaiken tämän ulkoisen komeuden nautiskeluun, joka onkin paljon hauskempaa kuin kiiruhtelevan tarinan sisäistäminen tai hataroiden henkilöhahmojen analysointi. Kannatta muuten laittaa huomioon Cuarónin käyttämät synkät värit, jotka ovat ehkäpä osoitus siitä, että Harry Potterit eivät ole tästä lähtien niinkään paljon lastenelokuvia.Harry Potter ja Azkabanin vanki oli huomattavasti kypsempi elokuva kuin kaksi aikaisempaa, mutta tämä ei auttanut kuitenkaan kokonaisuuden kannalta, joka on enintään välttävä. En haluaisi pakottaa ketään lukemaan J.K Rowlingin kirjat, mutta uskokaa pois, ne päihittävät nämä leffat kuusnolla. Ellei seuraavalle HP-elokuvalle tule suurta asennekorjausta, tämän saagan voisi hyvinkin leimata silkaksi rahastukseksi.nimimerkki: SpaceCadet1","Ellei seuraavalle HP-elokuvalle tule suurta asennekorjausta, tämän saagan voisi hyvinkin leimata rahastukseksi."
8,60.0,"Ennen kuin Potterin uusimman osan näin, ajattelin, että se jatkaa kutakuinkin samaa rataa, kuin edellinen osa; synkkyyttä on lisätty ja huumori kukkii. No voin sanoa, että leffa on todellakin synkkä ja hauska, mutta se on silti erilainen verrattuna Liekehtivään Pikariin. LP:a katsoessa tuntuu, että nimenomaan synkkyyteen ja huumoriin oltaisiin panostettu. Viidennessä osassa ei minun mielestä ole paljoa selviä huumorikohtauksia, vaan naurattavat kohtaukset ovat ennenminkin sellasia sivullisia tilannekohtauksia, jotka huomiota kiinnittäessä saattaa joitakin ( niin kuin minua) naurattaa. Tietynlainen huumori on säilynyt myös edellisistä osista tässä viitososassa. Juonesta sen verran, että sitä ollaan hiukan muutettu kirjan kerronnasta. Se poikkeaa joissakin kohdissa aika paljonkin kirjasta, mutta se annettakoon anteeksi kirjan pitkän sivumäärän takia. Olisi mahdotonta tehdä elokuva, joka kulkee täysin samaa rataa kirjan kanssa. Leffan juoni on kerrottu jo aiemmissa arvosteluissa, joten sitä en enää kertaa.Henkilöistä voin sanoa, että elokuva paneutuu ihan kamalasti juuri Harryyn. Siis, elokuvahan totta kai kertoo Harrysta, mutta esim. Ron ja Hermione jää tässä leffassa todella taka-alalle edellisiin leffoihin verrattuna. Heidän tietty läheinen ja syvä ystävyyden ilmapiiri on täysin poissa. Ja se on todella harmi, koska se on eräs tämän elokuvasarjan tärkeimpiä asioita, joita tuoda esille. Harry Potter, ei vanhempia, ei kummisetää, ei mitään perhettä, mutta kaksi todella hyvää ystävää, jotka pysyvät aina Harryn tukena. Näyttelijätyö on aika lailla samanlaista, kuin edellisessä osassa. Pääosaa näyttelevä Daniel Radcliffe tuntuu kasvavan näyttelijänä pikkuhiljaa elokuva elokuvalta. Potterin ykkösosaan verrattuna Danielin näyttelijän taidot ovat kasvaneet huimasti, mutta LP:iin verrattuna mitään kovin erikoista ei ole tapahtunut. Mutta kyllä se siitä, kun kokemus kasvaa. Muissa osissa aikuiset hoitavat työnsä selvällä ammattitaidolla ja lapset (tai itseasiassa nuoret) hoitavat roolinsa tottumuksella. Tässä elokuvassa ei oikein voi paneutua kenenkään muun kuin Radcliffen suoritukseen, mutta ei minulla mitään negatiivista sanottavaa oikein kenestäkään ole.HP ja Feeniksin Kilta ei todellakaan ole mikään mestariteos, mutta viihdyttävä elokuva kuitenkin. En olisi ikinä uskonut sanovani tätä, mutta minä todella nautin tästä Potterista enemän kuin Pirates Of the Caribbeanin kolmannesta osasta.Loppuun täytyy sanoa, että monet Potterin nuorista miesnäyttelijöistä ovat pirusti tulleet komeammiksi. Mainittakoon vaikka Dean Thomasin näyttelijä Alfie Enoch ja totta kai aina yhtä seksikäs Draco Malfoyn roolia näyttelevä Tom Felton. Myös nuorista naisnäyttelijöistä on monet puhjenneet kukkaan, esim. Bonnie Wright (Ginny Weasley) ja ilman muuta pääkolmikon Emma Watson.  Ja muuten Harryn ensisuudelma Chon kanssa on aivan ihana, vaikka siitä puuttuukin ensisuudelman epävarmuutta. ",Daniel Radcliffe tuntuu kasvavan näyttelijänä pikkuhiljaa elokuva elokuvalta.
9,50.0,"Harry Potter -saaga on pahimmillaan kuin kantakahvilan voileipätiski: tiedät jo ovella, mistä löydät lohileivän, kinkkusämpylän tai juustopatongin. Joskus sinut kuitenkin myös yllätetään palasella kuivaa pizzaa, johon tekijä on jättänyt itsestään jopa karvan muistoksi. Huisia, jee?Potter-leffojen uusin tulokas esittelee katsojille vartaloltaan jo paljon varttuneemman Harryn (Radcliffe, no totta kai) ja kumppanit niissä samoissa vanhoissa vitsauksissa. Nenätön pahis Voldemort (kaavamainen Fiennes) tekee comebackin Harryn elämään – jos hän siitä koskaan lähtikään. Ongelmana on, ettei kukaan tahdo uskoa velhopahiksen paluuseen. Harryä kiusataan (jälleen) ja Dumbledorekin (Gambon) on saamassa passitusta kalterien taakse. Kaiken huipuksi koko velhokoulun määräysvalta näyttää vähitellen kulkeutuvan yli-imelälle Dolores Pimennolle (Staunton). Mikäs sitten neuvoksi? Saisiko apua monesti syytetyltä Sirius Mustalta (täydellinen Oldman) vai keneltä?Edelliseen osaan verrattuna Feeniksin kilta on kaikesta toiminnasta huolimatta tasapaksu, eikä se onnistu hämmästyttämään katsojaa vaikkapa uusilla pedoilla ja ökkömönkiäisillä. Toisaalta tällä kertaa tarjolla on entistä enemmän suhteiden kehittämistä ja vastuunkantamista, eikä jännälle magiapeliturnaukselle uhrata kohtaustakaan. Potterin pojan leikki-ikä alkaa olla ohi, samaten monen hänen faninsa. Ehkä on mukavakin kasvaa Harryn kanssa yhdessä isoksi ja huomata, että tällä pojalla on tavallaan samoja ongelmia kuin itsellä. Tylsää vain, että samankaltaisia tarinoita ovat kirjastot pullollaan jo entuudestaan. Ihan mielikuvituksettomiksi Potter-tarinoita ei silti voi väittää; esimerkiksi kun Dolores Pimento tahtoo estää oppilaitaan oppimasta suojautumisloitsuja, tulee tilanteesta väkisinkin mieleen siveysvalistuksen opettaminen muutamissa amerikkalaiskouluissa. Asioista ei puhuta kuin olisi tarpeen, vaan lapsukaisille tarjotaan lepertelyä, josta lopulta ei apua ole.Daniel Radcliffe, joka siis on tähän päivään mennessä ehtinyt saamaan hyvää palautetta myös Equus-teatterikappaleesta, on oppinut jo silottelemaan ilmaisuaan. Enää hän ei täysin vaikuta pojanklopilta, joka vain vääntää naamaansa hämmästyneestä vihaiseen ohjaajan käskystä. Siinä missä muu näyttelijäjoukko tekee pitkälti vain rutiininomaista perustyötä, Gary Oldman on jokaista silmäkulman nykäystäänkin myöten taas kerran loistava. Vaikka Oldman olisi läsnä vain äänenä ja jälkituotannon luomina efekteinä, hän todella on Läsnä.Kuten aiemmissakin osissa, myös tässä Harry Potter -rainassa efekteillä on iso rooli. Tekniikka on sarjan ensimmäiseen elokuvaan verrattuna kehittynyt roimasti. Silti yhä viilailemisen varaa olisi;  esimerkiksi Hagridin (Coltrane) veljen liikkeet ja iho saavat epäaitoudessaan kaipaamaan niitä aikoja, kun samat kohtaukset olisi luotu ilman bittigrafiikkaa. Noh, kaikesta tästä huolimatta Potter-fanit tuskin kokevat elokuvaa huonona.",Sama vanha resepti.
